Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.2.json	1590	10	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	46	24	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.3.json	2332	18	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	64	27	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.1.json	685	6	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	23	15	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.2.json	692	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	25	19	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.3.json	692	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	29	16	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.4.json	1723	11	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	37	29	0	0	0	0	0	0	0
fsh-generated/resources/Requirements-immz-e-fxnreq.json	6348	14	0	0	0	0	0	0	2	52	0	0	0	0	0	0	0	0	0	0	76	61	0	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-IMMZCRegisterClient.json	8999	32	0	0	0	0	0	117	0	138	0	0	0	0	0	0	0	1	0	0	164	1270	0	0	0	0	5	1	0
fsh-generated/resources/StructureDefinition-IMMZD1ClientHistoryMeasles.json	7796	36	0	0	0	0	0	106	0	83	0	0	0	0	0	0	0	0	0	0	151	561	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-IMMZD4CheckContraindicationsMeasles.json	2400	12	0	0	0	0	0	54	0	25	0	0	0	0	0	0	0	0	0	0	45	219	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-IMMZDUpdateVaccinationRecord.json	8346	34	1	0	0	0	0	167	0	76	0	0	0	0	0	0	0	0	0	0	153	442	0	0	0	0	3	0	5
fsh-generated/resources/StructureDefinition-SGImmunization.json	1851	11	0	0	0	0	0	399	1	316	0	0	1	0	0	0	0	1	0	0	356	1297	0	0	0	0	11	0	2
fsh-generated/resources/StructureDefinition-SGMedicationClassification.json	1536	11	0	0	0	0	0	53	0	36	0	0	0	0	0	0	0	0	0	0	61	207	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-SGVaccineProduct.json	1744	11	0	0	0	0	0	196	0	144	0	0	0	0	0	0	0	0	0	0	205	788	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-SGVaccineProposal.json	2120	12	0	0	0	0	0	507	0	418	0	0	0	0	0	0	0	1	0	0	380	1096	0	0	0	0	15	0	1
fsh-generated/resources/StructureDefinition-SGVaccineRequest.json	1623	11	0	0	0	0	0	447	0	297	0	0	0	0	0	0	0	1	0	0	353	945	0	0	0	1	12	1	1
fsh-generated/resources/StructureDefinition-sg-ext-administeredProduct.json	1652	10	1	0	0	0	0	49	0	39	0	0	0	0	0	0	0	0	0	0	68	144	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-ARVDrugs-values.json	751	7	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	16	334	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-AllVaccineTypes.json	1478	10	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	20	273	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-Birthweight-values.json	866	7	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	14	419	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-HIVstatus-values.json	1032	17	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	16	310	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.C.DE5.json	757	8	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	14	260	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE10.json	753	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	14	267	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE1VS.json	705	7	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	24	241	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE5VS.json	1227	9	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	24	309	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ.D4.DE161.json	1050	8	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	18	254	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.Z.DE9.json	1675	9	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	21	247	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-Immunocompromised-values.json	726	7	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	13	327	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-LiveAttenuatedVaccines.json	1594	12	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	26	304	0	0	0	0	5	0	0
fsh-generated/resources/ValueSet-Negativetestresult-values.json	620	6	1	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	12	292	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-PositiveTestResult-values.json	626	6	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	12	310	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSMeaslesVaccineProducts.json	535	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	17	221	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VaccineTypes.json	1224	8	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	19	254	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-country.json	1632	11	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	19	2852	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-immunization-status.json	2022	12	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	22	233	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-pregnancystatus-values.json	1649	10	1	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	16	410	0	0	0	0	0	0	0
input/maps/IMMZCLMToPatient.fml	1894	29	0	0	0	0	0	0	1	54	0	0	0	0	0	0	0	0	0	0	70	46	0	0	1	0	7	0	0
input/maps/IMMZCQRToLM.fml	2796	34	0	0	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	0	65	44	0	0	0	0	2	0	0
input/maps/IMMZCQRToPatient.fml	1219	15	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	51	25	0	0	0	0	1	0	0
input/maps/IMMZD1LMToResources.fml	5457	75	0	0	0	0	0	0	2	110	0	0	0	0	0	0	0	0	0	0	142	89	0	0	0	0	7	0	1
input/maps/IMMZD1QRToLM.fml	2484	29	0	0	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	0	56	39	0	0	0	0	5	0	0
input/maps/IMMZD1QRToResources.fml	948	20	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	29	28	0	0	0	0	1	0	0
input/maps/IMMZD4LMToResources.fml	1003	16	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	34	25	0	0	0	0	7	0	0
input/maps/IMMZD4QRToLM.fml	697	11	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	22	19	0	0	0	0	1	0	0
input/maps/IMMZD4QRToResources.fml	966	11	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	28	21	0	0	1	0	1	0	0
input/resources/device/Device-cqf-tooling.json	496	7	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	14	33	0	0	0	0	0	0	0
input/resources/library/Library-FHIRCommon.json	846519	80	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	2268	154	0	0	0	0	88	0	0
input/resources/library/Library-FHIRHelpers.json	1692100	137	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	4150	457	0	0	0	0	144	0	0
input/resources/library/Library-IMMZCommon.json	542318	103	0	0	0	0	0	0	1	291	0	0	0	0	0	0	0	0	0	0	1512	142	0	0	0	0	53	0	0
input/resources/library/Library-IMMZCommonIzDataElements.json	53781	20	0	0	0	0	0	0	1	58	0	0	0	0	0	0	0	0	0	0	152	51	0	0	0	0	6	0	0
input/resources/library/Library-IMMZConcepts.json	62988	31	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	1	0	0	181	41	0	0	0	0	5	0	0
input/resources/library/Library-IMMZConfig.json	77171	46	0	0	0	0	0	0	1	48	0	0	0	0	0	0	0	0	0	0	216	38	0	0	0	0	5	0	0
input/resources/library/Library-IMMZD2DTMeasles.json	313868	83	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	816	112	0	0	0	0	30	0	0
input/resources/library/Library-IMMZDT08.json	460547	85	0	0	0	0	0	0	1	190	0	0	0	0	0	0	0	0	1	0	1148	224	0	0	0	0	42	0	0
input/resources/library/Library-IMMZINDMeasles.json	80921	27	1	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	229	35	0	0	0	0	8	0	0
input/resources/library/Library-IMMZIndicatorCommon.json	480032	73	0	0	0	0	0	0	1	127	0	0	0	0	0	0	0	0	0	0	1179	126	0	0	0	0	43	0	0
input/resources/library/Library-IMMZVaccineLibrary.json	27748	19	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	88	44	0	0	0	0	4	0	0
input/resources/library/Library-WHOCommon.json	298133	36	0	0	0	0	0	0	1	73	0	0	0	0	0	0	0	0	0	0	695	111	0	0	0	0	30	0	0
input/resources/library/Library-WHOConcepts.json	19321	19	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	67	22	0	0	0	0	2	0	0
